"","ms_sub_class","ms_zoning","lot_frontage","lot_area","street","alley","lot_shape","land_contour","utilities","lot_config","land_slope","neighborhood","condition1","condition2","bldg_type","house_style","overall_qual","overall_cond","year_built","year_remod_add","roof_style","roof_matl","exterior1st","exterior2nd","mas_vnr_type","mas_vnr_area","exter_qual","exter_cond","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type1","bsmt_fin_sf1","bsmt_fin_type2","bsmt_fin_sf2","bsmt_unf_sf","total_bsmt_sf","heating","heating_qc","central_air","electrical","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_yr_blt","garage_finish","garage_cars","garage_area","garage_qual","garage_cond","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","x3ssn_porch","screen_porch","pool_area","pool_qc","fence","misc_feature","misc_val","mo_sold","yr_sold","sale_type","sale_condition","sale_price"
"75",50,5,60,5790,2,"0",4,4,1,1,1,18,3,3,1,6,3,6,1915,1950,3,2,13,14,4,0,3,3,2,3,5,5,7,0,7,0,840,840,2,3,1,6,840,765,0,1605,0,0,2,0,3,2,4,8,7,0,1,7,1915,4,1,379,6,6,3,0,0,202,0,0,0,1,1,1,0,5,2010,9,5,107400
"76",180,5,21,1596,2,"0",4,4,1,5,1,11,3,3,4,8,4,5,1973,1973,2,2,6,6,4,0,4,5,2,4,5,3,4,462,7,0,0,462,2,5,2,6,526,462,0,988,1,0,1,0,2,1,4,5,7,0,1,5,1973,4,1,297,6,6,3,120,101,0,0,0,0,1,3,1,0,11,2009,9,5,91000
"77",20,4,0,8475,2,"0",1,4,1,5,1,13,3,3,1,3,4,7,1956,1956,2,2,13,14,4,0,4,5,2,5,5,5,2,228,7,0,724,952,2,1,2,2,952,0,0,952,0,0,1,0,2,1,4,4,7,0,1,7,1956,4,1,283,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2008,9,5,135750
"78",50,5,50,8635,2,"0",4,4,1,5,1,4,3,3,1,1,5,5,1948,2001,2,2,14,15,4,0,4,5,2,5,5,5,3,336,4,41,295,672,2,5,2,6,1072,213,0,1285,1,0,1,0,2,1,4,6,3,0,1,7,1948,4,1,240,6,6,3,0,0,0,0,0,0,1,4,1,0,1,2008,9,5,127000
"79",90,4,72,10778,2,"0",4,4,1,5,1,19,3,3,3,3,4,5,1968,1968,4,2,7,7,4,0,4,5,2,5,5,5,7,0,7,0,1768,1768,2,5,1,6,1768,0,0,1768,0,0,2,0,4,2,4,8,7,0,1,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,4,2010,9,5,136500
"80",50,5,60,10440,2,"Grvl",4,4,1,1,1,18,3,3,1,6,5,6,1910,1981,2,2,14,15,4,0,4,5,3,5,5,5,7,0,7,0,440,440,2,3,2,6,682,548,0,1230,0,0,1,1,2,1,4,5,7,0,1,7,1966,4,2,440,6,6,3,74,0,128,0,0,0,1,4,1,0,5,2009,9,5,110000
"81",60,4,100,13000,2,"0",4,4,1,1,1,13,3,3,1,6,6,6,1968,1968,2,2,13,14,3,576,4,3,2,4,5,5,6,448,7,0,448,896,2,5,2,6,1182,960,0,2142,0,0,2,1,4,1,3,8,7,1,4,3,1968,2,1,509,6,6,3,0,72,0,0,252,0,1,1,1,0,6,2009,9,5,193500
"82",120,5,32,4500,2,"0",4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,3,443,4,3,3,2,3,5,4,1201,7,0,36,1237,2,1,2,6,1337,0,0,1337,1,0,2,0,2,1,4,5,7,0,1,3,1998,2,2,405,6,6,3,0,199,0,0,0,0,1,1,1,0,3,2006,9,5,153500
"83",20,4,78,10206,2,"0",4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,13,14,5,468,4,5,3,4,5,5,4,33,7,0,1530,1563,2,1,2,6,1563,0,0,1563,0,0,2,0,3,1,3,6,7,1,4,3,2007,3,3,758,6,6,3,144,99,0,0,0,0,1,1,1,0,10,2008,9,5,245000
"84",20,4,80,8892,2,"0",1,4,1,5,1,13,3,3,1,3,5,5,1960,1960,2,2,9,9,2,66,4,5,2,5,5,5,7,0,7,0,1065,1065,2,3,2,6,1065,0,0,1065,0,0,1,1,3,1,4,6,7,0,1,7,1974,4,2,461,6,6,3,74,0,0,0,0,0,1,1,1,0,7,2007,1,5,126500
"85",80,4,0,8530,2,"0",1,4,1,5,1,9,3,3,1,8,7,5,1995,1996,2,2,7,7,3,22,4,5,3,4,5,5,7,0,7,0,384,384,2,3,2,6,804,670,0,1474,0,0,2,1,3,1,4,7,7,1,6,5,1995,2,2,400,6,6,3,120,72,0,0,0,0,1,1,4,700,5,2009,9,5,168500
"86",60,4,121,16059,2,"0",4,4,1,1,1,14,3,3,1,6,8,5,1991,1992,4,2,7,7,3,284,3,5,2,4,5,5,7,0,7,0,1288,1288,2,1,2,6,1301,1116,0,2417,0,0,2,1,4,1,3,9,7,1,6,3,1991,4,2,462,6,6,3,127,82,0,0,0,0,1,1,1,0,4,2006,9,5,260000
"87",60,4,122,11911,2,"0",2,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,4,0,3,5,3,4,5,2,7,0,7,0,684,684,2,1,2,6,684,876,0,1560,0,0,2,1,3,1,3,6,7,1,4,5,2005,2,2,400,6,6,3,100,38,0,0,0,0,1,1,1,0,3,2009,9,5,174000
"88",160,2,40,3951,2,"Pave",4,4,1,1,1,21,3,3,5,6,6,5,2009,2009,2,2,13,14,5,76,3,5,3,4,5,2,7,0,7,0,612,612,2,1,2,6,612,612,0,1224,0,0,2,1,2,1,3,4,7,0,1,7,2009,3,2,528,6,6,3,0,234,0,0,0,0,1,1,1,0,6,2009,7,6,164500
"89",50,1,105,8470,2,"0",1,4,1,1,1,10,2,2,1,1,3,2,1915,1982,4,2,10,11,4,0,2,2,2,5,2,5,7,0,7,0,1013,1013,2,5,1,6,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,1,1,0,1,0,0,1,1,1,0,0,156,0,0,0,1,4,1,0,10,2009,3,1,85000
"90",20,4,60,8070,2,"0",4,4,1,5,1,6,3,3,1,3,4,5,1994,1995,2,2,13,14,4,0,4,5,3,4,5,5,4,588,7,0,402,990,2,1,2,6,990,0,0,990,1,0,1,0,3,1,4,5,7,0,1,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,8,2007,9,5,123600
"91",20,4,60,7200,2,"0",4,4,1,5,1,13,3,3,1,3,4,5,1950,1950,2,2,4,15,4,0,4,5,4,1,1,1,1,0,1,0,0,0,2,5,2,2,1040,0,0,1040,0,0,1,0,2,1,4,4,7,0,1,7,1950,4,2,420,6,6,3,0,29,0,0,0,0,1,1,1,0,7,2006,9,5,109900
"92",20,4,85,8500,2,"0",4,4,1,5,1,13,3,3,1,3,5,3,1961,1961,4,2,7,7,2,203,4,5,2,5,5,5,6,600,7,0,635,1235,2,5,2,6,1235,0,0,1235,0,0,1,0,2,1,4,6,7,0,1,3,1961,4,2,480,6,6,3,0,0,0,0,0,0,1,3,1,0,12,2006,9,1,98600
"93",30,4,80,13360,2,"Grvl",1,2,1,5,1,7,3,3,1,3,5,7,1921,2006,2,2,14,15,4,0,4,3,1,4,5,5,2,713,7,0,163,876,2,1,2,6,964,0,0,964,1,0,1,0,2,1,4,5,7,0,1,7,1921,4,2,432,6,6,3,0,0,44,0,0,0,1,1,1,0,8,2009,9,5,163500
"94",190,1,60,7200,2,"0",4,4,1,1,1,18,3,3,2,5,6,6,1910,1998,4,2,9,9,4,0,4,5,1,5,2,4,6,1046,7,0,168,1214,3,1,1,6,1260,1031,0,2291,0,1,2,0,4,2,4,9,7,1,4,7,1900,4,2,506,6,6,3,0,0,0,0,99,0,1,1,1,0,11,2007,9,5,133900
"95",60,4,69,9337,2,"0",1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,4,0,4,3,3,4,5,5,4,648,7,0,176,824,2,1,2,6,905,881,0,1786,1,0,2,1,3,1,3,7,7,0,1,3,1997,3,2,684,6,6,3,0,162,0,0,0,0,1,1,1,0,5,2007,9,5,204750
"96",60,4,0,9765,2,"0",2,4,1,1,1,9,3,3,1,6,6,8,1993,1993,2,2,13,14,3,68,1,3,3,4,3,5,2,310,7,0,370,680,2,3,2,6,680,790,0,1470,0,0,2,1,3,1,4,6,7,1,6,5,1993,2,2,420,6,6,3,232,63,0,0,0,0,1,1,4,480,4,2009,9,5,185000
"97",20,4,78,10264,2,"0",1,4,1,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,3,183,3,5,3,4,5,2,2,1162,7,0,426,1588,2,1,2,6,1588,0,0,1588,0,0,2,0,3,1,3,6,7,0,1,3,1999,3,2,472,6,6,3,158,29,0,0,0,0,1,1,1,0,8,2006,9,5,214000
"98",20,4,73,10921,2,"0",4,2,1,5,1,8,3,3,1,3,4,5,1965,1965,4,2,7,7,3,48,4,5,2,5,5,5,6,520,7,0,440,960,2,5,2,3,960,0,0,960,1,0,1,0,3,1,4,6,7,0,1,3,1965,2,1,432,6,6,2,120,0,0,0,0,0,1,1,1,0,5,2007,9,5,94750
"99",30,4,85,10625,2,"0",4,4,1,1,1,8,3,3,1,3,5,5,1920,1950,2,2,14,15,4,0,4,5,1,5,5,5,2,108,7,0,350,458,2,2,1,6,835,0,0,835,0,0,1,0,2,1,4,5,7,0,1,4,1920,4,1,366,3,6,3,0,0,77,0,0,0,1,1,4,400,5,2010,1,1,83000
"100",20,4,77,9320,2,"0",1,4,1,5,1,13,3,3,1,3,4,5,1959,1959,2,2,10,11,4,0,4,5,2,5,5,5,2,569,7,0,381,950,2,2,2,6,1225,0,0,1225,1,0,1,1,3,1,4,6,7,0,1,1,0,1,0,0,1,1,3,352,0,0,0,0,0,1,1,4,400,1,2010,9,5,128950
"101",20,4,0,10603,2,"0",1,4,1,5,1,17,3,3,1,3,6,7,1977,2001,2,2,10,11,3,28,4,5,3,5,5,4,2,1200,7,0,410,1610,2,3,2,6,1610,0,0,1610,1,0,2,0,3,1,3,6,7,2,6,3,1977,3,2,480,6,6,3,168,68,0,0,0,0,1,1,1,0,2,2010,9,5,205000
"102",60,4,77,9206,2,"0",4,4,1,5,1,20,3,3,1,6,6,5,1985,1985,2,2,7,7,3,336,3,5,2,4,5,5,7,0,7,0,741,741,2,5,2,6,977,755,0,1732,0,0,2,1,3,1,3,7,7,1,6,3,1985,2,2,476,6,6,3,192,46,0,0,0,0,1,1,1,0,6,2010,9,5,178000
"103",90,4,64,7018,2,"0",4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,2,7,7,4,0,4,2,4,1,1,1,1,0,1,0,0,0,2,5,2,6,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,1,3,1979,4,2,410,6,6,3,0,0,0,0,0,0,1,1,1,0,6,2009,9,3,118964
"104",20,4,94,10402,2,"0",1,4,1,1,1,6,3,3,1,3,7,5,2009,2009,2,2,13,14,4,0,4,5,3,4,5,5,7,0,7,0,1226,1226,2,1,2,6,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,1,3,2009,3,3,740,6,6,3,0,36,0,0,0,0,1,1,1,0,5,2010,9,5,198900
"105",50,5,0,7758,2,"0",4,4,1,1,1,10,3,3,1,1,7,4,1931,1950,2,2,12,13,3,600,4,2,3,5,5,5,5,224,7,0,816,1040,2,1,2,3,1226,592,0,1818,0,0,1,1,4,1,4,7,7,2,6,7,1951,4,1,240,6,6,3,0,0,0,0,184,0,1,1,1,0,6,2007,9,5,169500
"106",60,2,75,9375,2,"0",4,4,1,5,1,21,3,3,1,6,8,5,2003,2004,4,2,13,14,3,768,3,5,3,2,5,5,7,0,7,0,1053,1053,2,1,2,6,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,4,3,2003,3,2,648,6,6,3,140,45,0,0,0,0,1,1,1,0,8,2008,9,5,250000
"107",30,5,60,10800,2,"Grvl",4,4,1,5,1,18,3,3,1,3,4,7,1885,1995,5,2,13,14,4,0,4,5,1,3,5,5,7,0,7,0,641,641,2,3,2,6,1047,0,0,1047,0,0,1,0,2,1,4,6,7,0,1,7,1954,4,1,273,3,3,1,0,0,0,0,0,0,1,1,4,450,8,2007,9,5,100000
"108",20,5,50,6000,2,"0",4,4,1,5,1,18,3,3,1,3,5,5,1948,1950,2,2,13,14,4,0,4,5,2,5,5,5,2,104,3,169,516,789,2,1,2,6,789,0,0,789,0,0,1,0,2,1,4,5,7,0,1,7,1948,4,1,250,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2008,9,6,115000
"109",50,5,85,8500,2,"0",4,4,1,1,1,10,1,3,1,1,5,7,1919,2005,2,2,6,6,4,0,4,5,2,5,5,5,7,0,7,0,793,793,3,5,1,3,997,520,0,1517,0,0,2,0,3,1,2,7,7,0,1,1,0,1,0,0,1,1,1,0,0,144,0,0,0,1,1,1,0,8,2007,9,5,115000
"110",20,4,105,11751,2,"0",1,4,1,5,1,17,3,3,1,3,6,6,1977,1977,4,2,10,11,3,480,4,5,2,4,5,5,3,705,7,0,1139,1844,2,1,2,6,1844,0,0,1844,0,0,2,0,3,1,4,7,7,1,6,3,1977,3,2,546,6,6,3,0,122,0,0,0,0,1,4,1,0,1,2010,1,5,190000
"111",50,4,75,9525,2,"0",4,4,1,5,1,8,3,3,1,1,6,4,1954,1972,2,2,14,15,4,0,4,5,2,5,2,5,6,444,7,0,550,994,2,3,2,6,1216,639,0,1855,0,0,2,0,4,1,4,7,7,0,1,3,1954,4,1,325,6,6,3,182,0,0,0,0,0,1,1,1,0,10,2006,9,5,136900
"112",80,4,0,7750,2,"0",1,4,1,5,1,9,3,3,1,8,7,5,2000,2000,2,2,13,14,4,0,4,5,3,4,5,5,4,250,7,0,134,384,2,1,2,6,774,656,0,1430,0,0,2,1,3,1,4,7,7,1,6,5,2000,2,2,400,6,6,3,180,0,0,0,0,0,1,1,1,0,4,2010,9,5,180000
"113",60,4,77,9965,2,"0",4,4,1,5,1,6,3,3,1,6,7,5,2007,2007,2,2,13,14,5,220,3,5,3,2,5,2,4,984,7,0,280,1264,2,1,2,6,1282,1414,0,2696,1,0,2,1,4,1,1,10,7,1,4,5,2007,2,3,792,6,6,3,120,184,0,0,168,0,1,1,1,0,10,2007,7,6,383970
"114",20,4,0,21000,2,"0",4,1,1,1,1,7,3,3,1,3,6,5,1953,1953,4,2,14,15,3,184,4,3,2,4,5,4,2,35,6,869,905,1809,2,5,2,6,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,4,4,1953,4,2,450,6,6,3,166,120,192,0,0,0,1,4,1,0,10,2007,1,1,217000
"115",70,4,61,7259,2,"0",1,4,1,5,2,7,3,3,1,6,6,8,1945,2002,3,2,14,15,4,0,4,5,2,5,5,5,2,774,5,150,104,1028,2,1,2,6,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,6,7,1945,4,1,180,6,6,3,224,0,0,0,0,0,1,4,1,0,7,2007,9,5,259500
"116",160,2,34,3230,2,"Pave",4,4,1,1,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,3,1129,4,5,3,4,5,5,4,419,7,0,310,729,2,3,2,6,729,729,0,1458,0,0,2,1,2,1,4,5,7,1,3,7,1999,4,2,440,6,6,3,0,32,0,0,0,0,1,1,1,0,6,2007,9,5,176000
"117",20,4,0,11616,2,"0",4,4,1,5,1,19,3,3,1,3,5,5,1962,1962,2,2,14,15,3,116,4,5,2,5,5,5,5,170,3,670,252,1092,2,5,2,6,1092,0,0,1092,0,1,1,0,3,1,4,6,7,1,5,3,1962,4,1,288,6,6,3,0,20,144,0,0,0,1,1,1,0,9,2009,9,5,139000
"118",20,4,74,8536,2,"0",4,4,1,1,1,8,3,3,1,3,5,5,2006,2007,2,2,13,14,4,0,4,5,3,4,5,5,7,0,7,0,1125,1125,2,3,2,6,1125,0,0,1125,0,0,1,1,2,1,4,5,7,0,1,3,2007,4,2,430,6,6,3,80,64,0,0,0,0,1,1,1,0,4,2007,7,6,155000
"119",60,4,90,12376,2,"0",4,4,1,1,1,20,3,3,1,6,7,5,1990,1990,4,2,10,11,4,0,4,5,3,4,5,4,4,1470,7,0,203,1673,2,3,2,6,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,6,3,1990,4,3,594,6,6,3,367,0,0,0,0,0,1,1,1,0,5,2010,9,5,320000
"120",60,4,65,8461,2,"0",4,4,1,5,1,6,3,3,1,6,6,5,2005,2006,2,2,13,14,4,0,3,5,3,4,5,5,7,0,7,0,728,728,2,1,2,6,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,4,3,2005,2,2,390,6,6,3,0,24,0,0,0,0,1,1,1,0,7,2006,7,6,163990
"121",80,4,0,21453,2,"0",1,3,1,2,3,5,3,3,1,8,6,5,1969,1969,1,4,10,11,4,0,4,5,2,5,5,3,2,938,7,0,0,938,2,1,2,6,988,0,0,988,1,0,1,0,1,1,4,4,7,2,6,3,1969,4,2,540,6,6,3,0,130,0,130,0,0,1,1,1,0,10,2006,9,5,180000
"122",50,5,50,6060,2,"0",4,4,1,5,1,10,3,3,1,1,4,5,1939,1950,2,2,1,1,4,0,4,5,3,5,5,5,7,0,7,0,732,732,2,3,2,6,772,351,0,1123,0,0,1,0,3,1,4,4,7,0,1,7,1979,4,1,264,6,6,2,0,0,140,0,0,0,1,4,1,0,6,2007,9,5,100000
"123",20,4,75,9464,2,"0",4,4,1,1,1,13,3,3,1,3,6,7,1958,1958,4,2,9,9,3,135,4,3,2,5,5,5,3,570,7,0,510,1080,2,3,2,6,1080,0,0,1080,0,0,1,0,3,1,4,5,7,0,1,3,1958,4,1,288,6,6,3,0,0,0,0,130,0,1,1,1,0,6,2008,9,5,136000
"124",120,4,55,7892,2,"0",4,4,1,5,1,20,3,3,5,3,6,5,1993,1993,2,2,10,11,4,0,3,5,3,4,5,5,4,300,7,0,899,1199,2,1,2,6,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,1,3,1993,3,2,530,6,6,3,0,63,0,0,0,0,1,1,1,0,3,2008,9,5,153900
"125",20,4,48,17043,2,"0",1,4,1,2,1,17,3,3,1,3,6,5,1979,1998,2,2,7,7,4,0,4,3,2,4,2,5,7,0,7,0,1362,1362,2,5,2,6,1586,0,0,1586,0,0,2,0,3,1,4,7,7,1,6,3,1979,4,2,435,6,6,3,192,0,0,0,0,0,1,1,1,0,1,2009,9,5,181000
"126",190,5,60,6780,2,"0",4,4,1,5,1,10,3,3,2,1,6,8,1935,1982,2,2,14,15,4,0,4,2,2,5,5,2,4,490,7,0,30,520,2,3,1,6,520,0,234,754,1,0,1,0,2,1,4,5,7,0,1,1,0,1,0,0,1,1,1,53,0,0,0,0,0,1,1,1,0,6,2006,9,5,84500
"127",120,4,0,4928,2,"0",1,4,1,5,1,15,3,3,5,3,6,5,1976,1976,2,2,10,11,4,0,4,5,2,4,5,5,2,120,7,0,958,1078,2,5,2,6,958,0,0,958,0,0,2,0,2,1,4,5,7,1,6,3,1977,3,2,440,6,6,3,0,205,0,0,0,0,1,1,1,0,2,2007,9,5,128000
"128",45,5,55,4388,2,"0",1,1,1,5,1,18,2,3,1,2,5,7,1930,1950,2,2,15,15,4,0,4,3,1,5,5,5,5,116,7,0,556,672,2,1,2,6,840,0,0,840,0,0,1,0,3,1,4,5,7,1,6,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2007,9,5,87000
"129",60,4,69,7590,2,"0",4,4,1,5,1,13,5,3,1,6,6,5,1966,1966,2,2,13,14,3,266,4,5,2,5,5,5,3,512,7,0,148,660,2,5,2,6,660,688,0,1348,0,0,1,1,3,1,4,6,7,1,3,3,1966,3,2,453,6,6,3,188,108,0,0,0,0,1,1,1,0,7,2006,9,5,155000
"130",20,4,69,8973,2,"0",4,4,1,5,1,13,3,3,1,3,5,7,1958,1991,2,2,10,11,3,85,4,5,2,5,5,5,6,567,3,28,413,1008,2,5,2,2,1053,0,0,1053,0,1,1,1,3,1,1,6,7,0,1,2,1998,3,2,750,6,6,3,0,80,0,180,0,0,1,5,1,0,7,2006,9,1,150000
"131",60,4,88,14200,2,"0",4,4,1,1,1,13,3,3,1,6,7,6,1966,1966,2,2,9,9,3,309,4,5,2,5,5,5,6,445,7,0,479,924,2,1,2,6,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,4,3,1966,2,2,487,6,6,3,105,66,0,0,0,0,1,2,1,0,5,2006,9,5,226000
"132",60,4,0,12224,2,"0",1,4,1,1,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,3,40,3,5,3,4,5,5,4,695,7,0,297,992,2,1,2,6,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,6,5,2000,3,2,390,6,6,3,24,48,0,0,0,0,1,1,1,0,7,2009,9,5,244000
"133",20,4,75,7388,2,"0",4,4,1,1,1,13,3,3,1,3,5,6,1959,2002,2,2,9,9,4,0,4,5,2,5,5,5,6,405,7,0,658,1063,2,3,2,6,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,1,7,1974,4,2,624,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2007,9,5,150750
"134",20,4,0,6853,2,"0",1,4,1,5,1,24,3,3,1,3,8,5,2001,2002,2,2,13,14,3,136,3,5,3,2,5,5,4,1005,7,0,262,1267,2,1,2,6,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,1,3,2001,2,2,471,6,6,3,192,25,0,0,0,0,1,1,1,0,6,2009,9,5,220000
"135",20,4,78,10335,2,"0",1,4,1,5,1,19,3,3,1,3,5,6,1968,1993,2,2,10,11,4,0,4,5,2,5,5,5,6,570,7,0,891,1461,2,3,2,6,1721,0,0,1721,0,0,2,1,3,1,4,7,3,1,6,3,1968,3,2,440,6,6,3,0,96,180,0,0,0,1,4,1,0,7,2006,9,5,180000
"136",20,4,80,10400,2,"0",4,4,1,5,1,17,3,3,1,3,7,6,1970,1970,4,2,10,11,3,288,4,5,3,5,5,5,7,0,7,0,1304,1304,2,3,2,6,1682,0,0,1682,0,0,2,0,3,1,4,7,7,1,4,3,1970,4,2,530,6,6,3,98,0,0,0,0,0,1,4,1,0,5,2008,9,5,174000
"137",20,4,0,10355,2,"0",1,4,1,1,1,13,3,3,1,3,5,5,1967,1967,2,2,9,9,3,196,4,5,2,5,5,5,3,695,7,0,519,1214,2,5,2,6,1214,0,0,1214,0,0,2,0,3,1,4,5,7,1,3,3,1967,3,1,318,6,6,3,0,111,0,0,0,0,1,1,1,0,7,2007,9,5,143000
"138",90,4,82,11070,2,"0",4,4,1,5,1,12,3,3,3,3,7,5,1988,1989,2,2,13,14,3,70,4,5,2,5,5,5,7,0,7,0,1907,1907,2,3,2,6,1959,0,0,1959,0,0,3,0,5,2,4,9,7,0,1,2,1989,4,3,766,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2006,9,4,171000
"139",60,4,73,9066,2,"0",1,4,1,5,1,6,3,3,1,6,8,5,1999,2000,2,2,13,14,3,320,3,5,3,4,5,4,4,668,7,0,336,1004,2,1,2,6,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,6,3,1999,2,3,660,6,6,3,224,106,0,0,0,0,1,2,1,0,12,2008,9,5,230000
"140",60,4,65,15426,2,"0",1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,4,0,4,5,3,4,5,5,4,821,7,0,107,928,2,1,2,6,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,1,3,1997,3,2,470,6,6,3,276,99,0,0,0,0,1,4,1,0,8,2009,9,5,231500
"141",20,4,70,10500,2,"0",4,4,1,3,1,13,3,3,1,3,4,5,1971,1971,2,2,7,7,4,0,4,5,2,5,5,5,2,432,7,0,432,864,2,5,2,6,864,0,0,864,0,0,1,0,3,1,4,5,7,1,5,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,4,2010,4,5,115000
"142",20,4,78,11645,2,"0",4,4,1,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,4,0,3,5,3,4,5,2,4,1300,7,0,434,1734,2,1,2,6,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,1,3,2005,2,2,660,6,6,3,160,24,0,0,0,0,1,1,1,0,1,2006,9,5,260000
"143",50,4,71,8520,2,"0",4,4,1,1,1,13,1,3,1,1,5,4,1952,1952,2,2,4,15,4,0,4,2,2,5,5,5,6,507,7,0,403,910,2,2,2,6,910,475,0,1385,0,0,2,0,4,1,4,6,7,0,1,7,2000,4,2,720,6,6,3,0,0,0,0,0,0,1,4,1,0,6,2010,9,5,166000
"144",20,4,78,10335,2,"0",1,4,1,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,3,183,3,5,3,4,5,3,4,679,7,0,811,1490,2,1,2,6,1501,0,0,1501,1,0,2,0,3,1,3,6,7,0,1,3,1999,3,2,577,6,6,3,144,29,0,0,0,0,1,1,1,0,6,2009,9,5,204000
"145",90,5,70,9100,2,"0",4,4,1,5,1,19,6,3,3,3,5,5,1963,1963,2,2,7,7,3,336,4,5,2,5,5,5,6,1332,7,0,396,1728,2,5,2,6,1728,0,0,1728,1,0,2,0,6,2,4,10,7,0,1,7,1963,4,2,504,6,6,3,0,0,0,0,0,0,1,1,1,0,11,2006,4,1,125000
"146",160,5,24,2522,2,"0",4,4,1,5,1,8,3,3,4,6,6,5,2004,2006,2,2,13,14,5,50,3,5,3,4,5,5,7,0,7,0,970,970,2,1,2,6,970,739,0,1709,0,0,2,0,3,1,3,7,1,0,1,7,2004,4,2,380,6,6,3,0,40,0,0,0,0,1,1,1,0,4,2006,9,5,130000
"147",30,5,51,6120,2,"0",4,4,1,1,1,4,3,3,1,3,5,7,1931,1993,2,2,14,15,4,0,4,5,1,5,5,5,3,209,7,0,506,715,2,5,2,2,875,0,0,875,1,0,1,0,2,1,4,5,7,0,1,7,1931,4,1,180,3,6,3,48,0,0,0,0,0,1,1,1,0,11,2009,9,5,105000
"148",60,4,0,9505,2,"0",1,4,1,2,1,9,3,3,1,6,7,5,2001,2001,2,2,13,14,3,180,3,5,3,4,5,5,7,0,7,0,884,884,2,1,2,6,884,1151,0,2035,0,0,2,1,3,1,3,8,7,1,4,5,2001,2,2,434,6,6,3,144,48,0,0,0,0,1,1,1,0,5,2010,9,5,222500
"149",20,4,63,7500,2,"0",4,4,1,5,1,20,3,3,1,3,7,5,2004,2005,2,2,13,14,3,120,4,5,3,4,5,5,4,680,7,0,400,1080,2,1,2,6,1080,0,0,1080,1,0,1,0,3,1,3,6,7,0,1,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,4,2008,9,5,141000
"150",50,5,0,6240,2,"0",4,4,1,5,1,4,3,3,1,1,5,4,1936,1950,2,2,9,9,4,0,4,5,1,4,5,5,7,0,7,0,896,896,2,3,2,2,896,448,0,1344,0,0,1,0,3,1,4,7,7,0,1,7,1936,4,1,240,3,6,3,200,114,0,0,0,0,1,1,1,0,4,2006,9,5,115000
"151",20,4,120,10356,2,"0",4,4,1,1,1,6,3,3,1,3,5,6,1975,1975,2,2,7,7,4,0,4,5,2,5,5,2,3,716,7,0,253,969,2,5,2,6,969,0,0,969,0,0,1,1,3,1,4,5,7,0,1,3,1975,4,2,440,6,6,3,0,0,0,0,0,0,1,4,1,0,1,2007,9,5,122000
"152",20,4,107,13891,2,"0",4,4,1,5,1,16,3,3,1,3,8,5,2007,2008,4,2,13,14,5,436,3,5,3,2,5,3,4,1400,7,0,310,1710,2,1,2,6,1710,0,0,1710,1,0,2,0,2,1,3,6,7,1,4,3,2007,3,3,866,6,6,3,0,102,0,0,0,0,1,1,1,0,1,2008,7,6,372402
